district,grid,ucr_ncic_code,latitude,longitude
5,1381,2404,38.48904227,-121.503973
2,526,2204,38.63228581,-121.4303283
3,748,2999,38.57394234,-121.4707578
4,985,2999,38.5225465,-121.5048587
3,1116,2203,38.54995993,-121.3837794
3,845,2999,38.56206295,-121.442584
4,1202,2299,38.53801653,-121.5111808
2,613,2399,38.6026847,-121.4549025
3,785,7000,38.56418287,-121.4927485
6,1401,1299,38.52439535,-121.4428571
3,745,3562,38.57815667,-121.4876958
3,744,3599,38.57920289,-121.493943
2,238,7000,38.64471755,-121.4221827
5,1654,2204,38.44613053,-121.4097064
2,628,7000,38.5974436,-121.4249976
2,628,1299,38.59664183,-121.423349
6,1152,1315,38.52891214,-121.4171599
2,606,1315,38.60797834,-121.4213955
6,1147,5400,38.52517858,-121.3906942
3,877,1299,38.5732988,-121.4135687
6,1405,5213,38.52048468,-121.414415
3,843,2203,38.56951933,-121.4543479
1,136,7000,38.65732863,-121.4979968
6,1153,2404,38.52855972,-121.4120905
1,435,2204,38.61408181,-121.4945809
4,1285,2204,38.48913456,-121.5340814
5,1364,7000,38.49502083,-121.4840434
3,715,7000,38.58506592,-121.4884229
6,1146,7000,38.52560462,-121.3912953
3,718,2204,38.5810603,-121.4672697
6,1071,2203,38.53295733,-121.4649893
3,777,2999,38.56546427,-121.4795434
6,1422,7000,38.51053004,-121.4224962
2,233,3572,38.64404243,-121.4568936
3,738,5404,38.5738419,-121.4692124
1,475,2399,38.61169279,-121.5352159
5,1603,5404,38.47429277,-121.4503108
6,1012,7000,38.55385441,-121.4704591
1,429,3599,38.620343,-121.4755341
6,1013,5401,38.55128541,-121.4671318
3,766,7000,38.56954354,-121.4817242
3,736,2404,38.57740339,-121.4825556
3,768,7000,38.56720714,-121.4720913
6,1445,2309,38.50055075,-121.4104237
4,1255,2999,38.51513147,-121.5182786
4,1356,2404,38.50095123,-121.4801778
4,969,2404,38.53092764,-121.473272
2,606,2999,38.60826097,-121.4202559
5,1512,2999,38.4723306,-121.4938617
1,136,2309,38.65733301,-121.4952127
4,969,7000,38.52532188,-121.4784413
5,1607,3599,38.47581524,-121.4196575
5,1605,5404,38.47745747,-121.4385947
4,1288,2204,38.49057248,-121.5118863
5,1645,5400,38.45814178,-121.428371
4,1343,7000,38.49920896,-121.4909877
3,763,2999,38.57523636,-121.5012154
6,1111,1315,38.54783739,-121.4243203
3,764,2999,38.57100991,-121.4935219
4,907,2399,38.55653827,-121.4877811
3,731,2999,38.58349423,-121.5046071
3,742,5707,38.57905171,-121.4976906
2,504,5401,38.6366219,-121.4416613
5,1396,2999,38.48191577,-121.479436
6,1034,7000,38.54454492,-121.4566752
3,724,1299,38.58432423,-121.4902264
3,766,5400,38.5711174,-121.486753
3,747,7000,38.57447707,-121.4790719
1,419,2404,38.62630675,-121.4754412
1,102,7000,38.68341203,-121.5320925
3,738,5401,38.57348427,-121.4678719
3,747,4199,38.57432259,-121.4789156
6,1086,1313,38.52497346,-121.4425904
5,1624,1299,38.46874129,-121.4261836
3,707,7000,38.58903956,-121.4804664
6,1061,7000,38.53425511,-121.4683357
1,353,1313,38.62663415,-121.5279355
3,766,1315,38.56892211,-121.4877027
4,1267,5400,38.4934822,-121.5411563
4,1267,7000,38.49350199,-121.5406076
6,1013,5207,38.55121732,-121.4660623
1,444,2404,38.61112645,-121.4931565
3,846,2999,38.55902715,-121.4388587
5,1623,7000,38.46377975,-121.4312631
3,888,5401,38.55564283,-121.4147524
4,1344,2299,38.50397344,-121.4873195
2,537,3572,38.62597578,-121.4209449
5,1634,5007,38.45877009,-121.4316068
2,508,2999,38.64271559,-121.3853268
2,546,7000,38.62031333,-121.4364722
3,841,2605,38.57209976,-121.4659619
6,1447,2203,38.50235087,-121.3947713
6,1446,2203,38.51048773,-121.406008
3,746,2309,38.57640183,-121.4845602
6,1406,1315,38.52077088,-121.4085999
1,343,2404,38.62839816,-121.5377464
6,1422,7000,38.51472647,-121.4155107
4,906,2299,38.55650289,-121.4890962
5,1631,7000,38.4628909,-121.4393029
4,1227,2399,38.52123795,-121.5122674
3,768,2506,38.56803077,-121.4738655
2,567,2605,38.62007132,-121.4219099
1,106,7000,38.67297018,-121.5051933
2,527,2308,38.63095587,-121.4251438
2,523,2999,38.63179823,-121.4447167
1,447,2404,38.608676,-121.4799069
2,541,7000,38.6231314,-121.4573294
3,734,7000,38.57995276,-121.4921151
6,1015,7000,38.55196871,-121.4564089
4,1285,2308,38.48641086,-121.5348293
2,558,7000,38.62337866,-121.4177667
6,1153,2404,38.52891445,-121.4121889
2,546,5400,38.62130809,-121.4360584
2,531,2999,38.62301794,-121.4648139
6,1015,7000,38.55196871,-121.4564089
3,773,7000,38.57071008,-121.5035416
1,116,1313,38.67151063,-121.5016483
2,606,2999,38.60719135,-121.4265847
6,1004,7000,38.55545168,-121.4531476
3,718,7000,38.58295257,-121.4667413
4,969,7000,38.53092764,-121.473272
5,1392,5401,38.48139564,-121.4946499
6,1061,5212,38.53692719,-121.4713923
1,426,2404,38.62080376,-121.4945578
1,440,5212,38.60753682,-121.5180813
5,1369,2303,38.49515388,-121.460842
5,1614,2204,38.48077278,-121.4589523
3,854,7000,38.56388391,-121.4541917
4,1266,7000,38.49676301,-121.5444825
6,1013,2999,38.55309553,-121.4666532
4,1356,2308,38.49575914,-121.4827348
2,502,5400,38.6370268,-121.4540237
2,541,2399,38.61960417,-121.4576083
5,1603,2303,38.47531506,-121.4487485
6,1114,7000,38.54284813,-121.4161265
4,918,2308,38.55308132,-121.4761683
6,1032,2404,38.54581386,-121.4608509
6,1401,7000,38.5173841,-121.438141
4,958,7000,38.53881527,-121.479014
1,406,1210,38.6308389,-121.4769551
6,1064,7000,38.53517026,-121.4473982
1,444,7000,38.60930037,-121.4956647
3,776,2605,38.56796664,-121.4852542
1,123,5404,38.65711399,-121.5245888
2,525,7000,38.62985072,-121.4360573
6,1084,2308,38.52823386,-121.4456482
2,526,1313,38.62852162,-121.4315485
3,724,2308,38.58541538,-121.4917054
2,233,7000,38.64330342,-121.4481004
3,776,2589,38.56796664,-121.4852542
5,1506,7000,38.47559478,-121.468608
1,425,2204,38.62103382,-121.4975768
3,725,7000,38.58174244,-121.4851233
3,704,7000,38.5943272,-121.4976565
3,734,7000,38.58053662,-121.4906312
5,1399,7000,38.48615702,-121.4600086
6,1134,7000,38.53234249,-121.4091682
3,745,2299,38.57626112,-121.4875031
6,1441,2303,38.50971647,-121.4345667
3,1126,7000,38.54670352,-121.3890139
3,742,2303,38.58052209,-121.4986248
1,429,7000,38.61124309,-121.4755625
3,725,2299,38.58100632,-121.4869337
1,337,2203,38.63819563,-121.5064571
3,843,2309,38.57015351,-121.4566551
2,505,2404,38.64253051,-121.4330439
6,1411,7000,38.51928736,-121.3889165
6,1062,7000,38.53580637,-121.4623494
4,965,7000,38.52823131,-121.4961221
2,513,7000,38.63637281,-121.4464036
5,1635,2506,38.46550091,-121.4278127
4,1204,3572,38.5352893,-121.5110596
4,918,1299,38.55487496,-121.4830057
4,1259,7000,38.50725401,-121.5420917
3,745,2604,38.57626112,-121.4875031
1,424,7000,38.62070164,-121.4994973
2,619,2999,38.60154457,-121.42747
6,1084,7000,38.52935875,-121.4471706
6,1011,3599,38.55408988,-121.4733179
4,1203,2404,38.53190811,-121.5246711
6,1421,1315,38.51481284,-121.4390559
1,426,7000,38.62165064,-121.4860777
6,1086,7000,38.52497346,-121.4425904
2,601,2999,38.60994784,-121.4619758
3,776,2999,38.56671183,-121.4852738
3,776,2999,38.56623766,-121.4854695
2,516,5212,38.63568789,-121.4269577
6,1422,7000,38.51052171,-121.4274484
4,1296,2299,38.48376758,-121.5176621
2,556,7000,38.62009248,-121.426719
2,603,7000,38.60720316,-121.4476589
2,544,7000,38.62587375,-121.4444058
3,784,7000,38.56750128,-121.4987233
5,1614,2204,38.47607779,-121.4590752
4,1356,2506,38.49628491,-121.4744954
3,1102,1212,38.54940296,-121.4091389
4,1294,7000,38.48247425,-121.528986
2,563,1315,38.61220552,-121.4550362
2,563,7000,38.61119745,-121.4514812
5,1361,5404,38.49391,-121.4936494
5,1603,7000,38.47816161,-121.4508469
6,1084,2204,38.52981887,-121.4521135
5,1399,7000,38.48289456,-121.4646725
3,832,2404,38.57307276,-121.4608338
5,1621,2399,38.47397477,-121.438423
2,557,5311,38.62226264,-121.4219201
3,1116,2404,38.55265153,-121.3885434
6,1068,7000,38.53255722,-121.4284078
3,773,2999,38.57120853,-121.5045175
5,1654,2404,38.4438703,-121.422141
4,1326,2304,38.51433105,-121.4780917
6,1406,7000,38.51890626,-121.4091152
2,626,2299,38.59841797,-121.4355115
3,846,2309,38.55927178,-121.4394758
5,1614,3532,38.48093723,-121.4630104
4,908,7000,38.55841823,-121.4759018
2,239,7000,38.64537244,-121.4318973
6,1441,2404,38.50591483,-121.4337511
1,348,2999,38.63570949,-121.5100872
4,1336,7000,38.50655626,-121.4766494
4,1311,2404,38.51538378,-121.5013574
4,1333,2404,38.51018807,-121.4880681
6,1001,1315,38.55790108,-121.4696737
6,1131,1315,38.53899388,-121.4262201
6,1424,2999,38.51316736,-121.4139997
2,551,2404,38.61188115,-121.4649745
6,1421,2404,38.5149777,-121.4351262
3,888,2203,38.55783227,-121.4100658
5,1623,2404,38.47206919,-121.4283609
2,628,7000,38.59803885,-121.4259795
1,309,2605,38.64520155,-121.4748364
4,945,5404,38.53689812,-121.4943793
2,505,2404,38.63974929,-121.4365076
2,620,2203,38.59954474,-121.4239904
2,232,2304,38.64622418,-121.4577943
2,551,2206,38.61214339,-121.4593589
5,1398,7000,38.48151147,-121.4684313
3,732,7000,38.58102199,-121.496127
3,787,3599,38.56221292,-121.4831868
1,405,2999,38.63121921,-121.4827635
4,1272,7000,38.50298477,-121.5346969
1,414,2999,38.62419798,-121.4939842
5,1394,7000,38.48225136,-121.4869374
6,1131,2999,38.53759463,-121.4214941
6,1013,2204,38.55142764,-121.4664139
5,1654,2404,38.44925003,-121.4189374
3,727,3562,38.57925951,-121.4758116
5,1602,2399,38.48945629,-121.4562033
3,877,5212,38.57386726,-121.4146624
3,767,2399,38.56912794,-121.4760225
3,851,2404,38.56713881,-121.4685593
1,337,2308,38.63449242,-121.5028488
3,742,7000,38.57991197,-121.4966071
6,1005,4801,38.55117621,-121.4554708
6,1068,2999,38.53338734,-121.4280236
2,546,5404,38.62130809,-121.4360584
4,1255,7000,38.51182977,-121.5193388
4,1268,2999,38.49457685,-121.5340459
3,738,2404,38.57540163,-121.4692183
4,934,2299,38.54839044,-121.5001967
4,969,7000,38.53191169,-121.4813961
4,1294,2299,38.48201109,-121.5192006
1,423,2399,38.62034607,-121.5049355
1,102,7000,38.68098352,-121.5359129
6,1003,2399,38.55649326,-121.4627146
4,976,2803,38.52472122,-121.497206
2,604,2999,38.60910072,-121.4391121
2,541,1212,38.61692679,-121.4593506
5,1616,4801,38.47279606,-121.4584189
1,423,2999,38.62075458,-121.5035046
6,1088,7000,38.53146922,-121.4321886
4,937,2303,38.54291261,-121.4809351
2,617,2404,38.60415069,-121.4225359
3,775,7000,38.56706435,-121.489227
2,541,5499,38.62025306,-121.4625036
3,742,7000,38.57905171,-121.4976906
2,567,2204,38.61332448,-121.4296538
6,1133,2404,38.53643802,-121.4099629
2,212,2404,38.65844332,-121.4577329
6,1132,5401,38.5395643,-121.4134753
6,1134,5309,38.53480542,-121.403778
2,553,2404,38.62170181,-121.4413756
3,851,5400,38.56649196,-121.4694175
3,1116,2404,38.55129902,-121.3919084
5,1633,2999,38.4599725,-121.4304273
5,1618,7000,38.46323227,-121.4579047
3,706,7000,38.5911563,-121.4834494
3,888,7000,38.55564283,-121.4147524
3,744,7399,38.57834239,-121.4924554
2,233,5401,38.64645937,-121.4564165
1,418,2999,38.6226048,-121.4808309
4,969,2506,38.53171831,-121.4738395
4,946,2299,38.54410192,-121.4933982
3,831,2203,38.57331893,-121.4659563
3,742,7399,38.57966477,-121.4984909
6,1152,2399,38.52744677,-121.4206325
4,958,5400,38.54029357,-121.4743742
4,1203,2604,38.52958544,-121.5281194
3,744,7000,38.57929276,-121.4906436
6,1134,2404,38.53952825,-121.4021408
6,1013,4999,38.55078839,-121.466534
3,732,7399,38.58176147,-121.4975806
6,1084,2204,38.52800022,-121.4473209
5,1651,2999,38.44968715,-121.4356632
4,1259,2999,38.50749407,-121.5437781
2,527,5007,38.63248017,-121.4164146
2,546,7000,38.61940652,-121.4346488
3,745,2999,38.5766684,-121.487703
3,788,7000,38.56099013,-121.4762781
3,732,7399,38.582786,-121.5027369
4,903,7000,38.56107472,-121.5054972
2,620,2404,38.59875634,-121.4211729
6,1114,7000,38.54158377,-121.4186088
3,766,5400,38.57037029,-121.4885667
3,788,7000,38.56134765,-121.4776149
4,906,5400,38.56161882,-121.487909
6,1147,1315,38.5255861,-121.3708954
3,801,7000,38.57948658,-121.4583296
3,886,1299,38.56729391,-121.4290494
5,1634,1602,38.45720146,-121.4286823
2,509,7000,38.63862878,-121.3815598
3,872,7000,38.58017843,-121.4274875
5,1359,7000,38.49601155,-121.4592772
2,626,2404,38.60058081,-121.4308265
2,507,7000,38.62987269,-121.4021042
2,525,1313,38.62982199,-121.4414625
5,1399,7000,38.48575193,-121.4626458
2,564,7000,38.61112011,-121.4461937
3,784,2399,38.56900613,-121.4987407
4,1296,7000,38.48697183,-121.5169453
4,1296,7000,38.48697183,-121.5169453
5,1654,7000,38.44870771,-121.4230482
4,1354,5400,38.49647089,-121.4847038
2,603,7000,38.60833456,-121.4465233
3,703,7000,38.59556161,-121.4787324
4,905,7000,38.56068556,-121.4992887
5,1606,2308,38.47591105,-121.4312015
3,718,5400,38.5804026,-121.466365
4,937,5401,38.54106323,-121.47576
4,934,2299,38.54843831,-121.506875
3,814,7000,38.57167967,-121.4392594
4,977,1315,38.52647452,-121.4807365
6,1143,7000,38.53057039,-121.414923
3,701,2404,38.59723293,-121.5022303
6,1034,3532,38.54434994,-121.4560858
5,1616,7000,38.47049831,-121.4608988
3,742,3599,38.57966477,-121.4984909
5,1365,7000,38.4934631,-121.4705051
3,742,2299,38.58052209,-121.4986248
2,626,2404,38.60032506,-121.4301916
1,102,7000,38.683359,-121.533925
2,616,2303,38.6017616,-121.4258271
3,856,5400,38.55124956,-121.4279854
5,1622,5400,38.4635644,-121.4321414
2,527,3562,38.63075984,-121.4243752
2,616,2999,38.60477176,-121.4292813
4,1333,2399,38.50823683,-121.4920591
5,1616,7000,38.46962227,-121.4591171
5,1616,7000,38.46930612,-121.4590392
1,409,2404,38.63872883,-121.4765366
2,626,2308,38.60086039,-121.4329623
5,1623,1210,38.47295223,-121.4281268
3,744,2404,38.57945897,-121.4915974
2,541,5400,38.6231314,-121.4573294
6,1041,1299,38.54120868,-121.4703152
4,957,7000,38.53341084,-121.4869088
3,847,7000,38.55443686,-121.4278339
6,1421,2204,38.5118137,-121.4429168
4,917,2204,38.55447458,-121.4843549
1,130,2399,38.65975805,-121.5429538
6,1124,5499,38.53954773,-121.4091401
5,1639,5404,38.45718227,-121.4133413
4,1251,2999,38.51006027,-121.5427657
2,563,5400,38.61294068,-121.4484964
4,924,5404,38.55226434,-121.4981519
5,1634,5401,38.46223959,-121.4466002
2,531,5212,38.62531066,-121.4677651
5,1651,7000,38.45006084,-121.4357127
6,1141,5400,38.52507559,-121.427517
6,1084,2303,38.52652786,-121.4443436
5,1371,2999,38.49130787,-121.4945099
6,1032,2204,38.54508816,-121.4624578
5,1364,2605,38.49049366,-121.4854736
3,776,2999,38.56623766,-121.4854695
5,1365,2404,38.49479094,-121.4720466
3,736,2299,38.57768464,-121.4803637
6,1084,3562,38.52565067,-121.443515
1,410,7000,38.62643059,-121.5099935
4,1286,7000,38.49002489,-121.5208027
4,1326,2404,38.51254677,-121.4794398
3,851,7000,38.56326638,-121.465437
4,908,2404,38.55451804,-121.4805639
5,1618,7000,38.46478375,-121.4491964
6,1084,2404,38.52935875,-121.4471706
5,1616,7000,38.47094887,-121.4597707
4,905,2299,38.55974271,-121.499694
4,988,2999,38.524299,-121.47208
3,1101,2303,38.54915301,-121.4096655
3,801,2309,38.58138835,-121.4622017
5,1501,7000,38.47827244,-121.4988184
2,532,2204,38.62764703,-121.4529368
3,851,5311,38.56326638,-121.465437
5,1653,7000,38.44720182,-121.4328092
5,1623,1315,38.47188629,-121.4291343
3,767,5404,38.5681965,-121.4771101
3,768,2404,38.56803077,-121.4738655
3,768,2404,38.56848028,-121.4754991
2,563,7000,38.61202624,-121.4507993
2,553,3599,38.61655968,-121.4461619
5,1394,2404,38.48312565,-121.4810272
6,1153,2605,38.52506502,-121.4144333
1,404,7000,38.62741952,-121.4978994
4,1209,2404,38.48064434,-121.5069832
5,1602,2399,38.48728104,-121.4561046
4,903,5007,38.56285126,-121.5061214
4,1263,2404,38.49904974,-121.5312703
1,344,2404,38.631823,-121.531759
4,1326,2204,38.51099562,-121.4807302
3,742,7000,38.57905171,-121.4976906
3,725,7000,38.58373458,-121.486043
2,628,2299,38.5976184,-121.4242543
3,851,2404,38.56820709,-121.4679847
2,235,3572,38.64495332,-121.4349119
6,1061,1212,38.53450711,-121.4681974
5,1602,3571,38.4875421,-121.4549812
2,563,2803,38.61574625,-121.4448838
3,742,7000,38.58184562,-121.5011657
6,1403,5499,38.52506487,-121.4214978
4,1304,2404,38.51708866,-121.4837511
3,888,7000,38.55575132,-121.411779
4,912,7000,38.5586276,-121.5118509
6,1084,7000,38.52783233,-121.4443719
3,1117,2605,38.54941557,-121.4035685
2,543,2404,38.61868967,-121.4500165
3,736,2399,38.5790575,-121.4809519
5,1506,7000,38.48061188,-121.468665
6,1087,2404,38.53078064,-121.4385109
3,736,1299,38.57725503,-121.4806992
5,1506,3572,38.4808851,-121.4665775
5,1642,2999,38.45673254,-121.4338336
6,1056,2299,38.54042404,-121.4361765
5,1623,2204,38.47338747,-121.4334256
1,414,2299,38.62648616,-121.4966948
6,1064,7000,38.53789577,-121.44887
4,958,7000,38.53452891,-121.4741684
6,1406,5401,38.51055016,-121.409083
3,767,2399,38.56737967,-121.4786515
2,521,2999,38.63367782,-121.4571721
3,785,2999,38.56490201,-121.4876931
5,1623,2999,38.46945288,-121.4279242
3,787,2999,38.56179004,-121.4825709
3,721,2404,38.59572389,-121.5050785
6,1153,7000,38.52731583,-121.4137192
2,564,1299,38.6122991,-121.445824
1,348,2404,38.63839743,-121.5106604
3,768,2305,38.56822282,-121.4726224
1,443,2399,38.60969502,-121.5005579
4,925,7000,38.5488551,-121.4908853
4,934,2308,38.54965713,-121.5010236
3,1115,2308,38.54899682,-121.3974738
4,926,2309,38.55218963,-121.4923547
1,422,2404,38.61733037,-121.510595
2,564,2604,38.61112011,-121.4461937
3,766,7000,38.57161734,-121.4843219
6,1015,5400,38.54743009,-121.4582582
1,130,2299,38.66402692,-121.546884
1,333,2404,38.63499923,-121.5288499
4,977,7000,38.5248104,-121.483171
2,626,2299,38.59648756,-121.4355093
3,735,7000,38.57960099,-121.4907988
1,306,1210,38.65407136,-121.5048798
5,1602,7000,38.48899029,-121.4563746
2,509,7000,38.63862878,-121.3815598
4,965,2404,38.52640925,-121.4970403
2,564,3599,38.61140992,-121.4476543
2,511,2203,38.6405243,-121.454431
4,937,3599,38.54139021,-121.4752017
6,1088,2299,38.53078613,-121.4306454
6,1064,2303,38.53131653,-121.445432
1,406,3572,38.63004757,-121.4762363
1,130,2299,38.66218212,-121.5498201
4,908,7000,38.55582667,-121.4766447
3,822,7000,38.57421261,-121.4591287
4,1344,2299,38.50502839,-121.484345
2,564,7000,38.61112011,-121.4461937
3,785,2404,38.56601548,-121.4886224
5,1398,5400,38.48151147,-121.4684313
5,1502,2204,38.47765971,-121.4955741
5,1361,2404,38.49371194,-121.4998771
2,605,2204,38.60964455,-121.4306981
3,718,7000,38.58045703,-121.4674526
5,1386,2999,38.48927894,-121.4742605
1,303,7000,38.64726866,-121.5330756
6,1019,2308,38.54892406,-121.4466868
2,606,7000,38.60950023,-121.4237244
2,617,7000,38.60324441,-121.4203141
3,736,2399,38.57884334,-121.4834127
4,1261,2204,38.50339936,-121.5478368
1,419,2605,38.62988799,-121.4749528
4,908,2605,38.55463449,-121.4795909
1,414,2604,38.62698775,-121.4971148
5,1606,7000,38.47421612,-121.42717
3,824,2299,38.57026986,-121.4441463
5,1634,7000,38.4589237,-121.4338127
2,537,7000,38.62976876,-121.4183691
1,344,7000,38.62776114,-121.5282186
4,1346,7000,38.50279498,-121.4786198
1,421,3599,38.62085306,-121.5163987
2,502,2404,38.63832633,-121.4483735
5,1618,7000,38.46442316,-121.455388
3,748,7000,38.57201606,-121.4692575
5,1635,2204,38.46360509,-121.4303669
4,925,7000,38.5488551,-121.4908853
2,212,2604,38.65572801,-121.461357
2,212,2604,38.65572801,-121.461357
4,936,3562,38.5496714,-121.4891871
5,1661,2404,38.44258851,-121.428883
1,404,7000,38.63020663,-121.4959999
3,747,5311,38.57503046,-121.4769586
2,527,7000,38.63110431,-121.4180257
3,764,2699,38.57100991,-121.4935219
2,568,2404,38.61264781,-121.4216656
5,1661,7000,38.44258851,-121.428883
6,1064,4004,38.53266824,-121.4461521
4,966,1210,38.52960558,-121.4932774
3,888,7000,38.55783227,-121.4100658
6,1013,5400,38.5526734,-121.4680096
4,905,2799,38.56068556,-121.4992887
4,1267,7000,38.49556817,-121.5423064
1,307,2299,38.65031154,-121.5079524
3,888,7000,38.55783227,-121.4100658
6,1447,5400,38.51050023,-121.4009789
5,1605,2204,38.47774495,-121.4384213
1,422,5005,38.61458725,-121.5086644
6,1088,2303,38.52545649,-121.4318134
2,510,2404,38.64013822,-121.4623011
5,1393,5400,38.4814126,-121.491628
6,1086,4004,38.52497346,-121.4425904
3,811,5401,38.57858559,-121.4641608
2,510,2404,38.63863084,-121.4635168
4,925,5599,38.5488551,-121.4908853
1,136,2404,38.66062772,-121.4957497
6,1421,4004,38.51229152,-121.4366852
3,1101,1299,38.54915301,-121.4096655
4,1344,2204,38.50460411,-121.4883563
5,1369,7000,38.48925192,-121.4582942
2,546,7000,38.62130809,-121.4360584
5,1614,7000,38.47884153,-121.4570142
4,925,7000,38.55199422,-121.4960208
4,1225,2605,38.52212416,-121.514051
1,435,2310,38.61545185,-121.4939097
3,742,2299,38.58184562,-121.5011657
6,1086,5400,38.52983357,-121.4448282
3,742,2203,38.58097068,-121.4982228
5,1384,1315,38.48934244,-121.4859396
3,742,7000,38.57991197,-121.4966071
3,785,5400,38.56311353,-121.4887376
3,732,7000,38.582786,-121.5027369
6,1051,3572,38.53762902,-121.4699432
1,106,5400,38.67081464,-121.5077758
6,1441,5007,38.50428456,-121.4361683
6,1005,7000,38.55117621,-121.4554708
4,903,1315,38.56060791,-121.5061404
5,1606,2404,38.47431447,-121.4348784
4,1274,7000,38.50290927,-121.5235712
3,736,2308,38.57829626,-121.482654
5,1384,1315,38.48934244,-121.4859396
1,434,7000,38.61618775,-121.5059934
4,967,2999,38.53172057,-121.4909166
1,337,7000,38.63589608,-121.5055312
5,1367,2099,38.49407763,-121.4673944
4,903,7000,38.55996267,-121.5061519
5,1637,1315,38.46003018,-121.4232326
2,527,5007,38.63248017,-121.4164146
6,1121,7000,38.54146972,-121.4254625
2,544,7000,38.62234262,-121.4432958
5,1386,2999,38.48714497,-121.4784231
3,831,2308,38.57325365,-121.4637147
2,637,7000,38.59025226,-121.4201014
4,957,7000,38.53514629,-121.4937694
3,1126,5400,38.54654137,-121.3921168
3,747,2303,38.57493609,-121.4749164
1,449,2204,38.60802229,-121.4725801
4,937,3532,38.54106323,-121.47576
3,742,3582,38.58052209,-121.4986248
6,1081,7000,38.52495123,-121.4646263
1,334,7000,38.63513882,-121.5253761
1,405,5007,38.62975579,-121.4815734
3,742,1315,38.57991197,-121.4966071
2,557,5212,38.62266496,-121.4222039
5,1634,7000,38.46118894,-121.4428191
6,1067,2404,38.53863631,-121.4344635
3,824,7000,38.57190252,-121.4433291
5,1602,7000,38.4855939,-121.4564494
1,404,1315,38.63020663,-121.4959999
1,404,5599,38.62741952,-121.4978994
2,546,2204,38.62274838,-121.4307335
6,1015,2204,38.5513046,-121.4582532
2,603,2404,38.60764526,-121.447659
3,741,2303,38.58278889,-121.5053361
5,1646,7000,38.45400615,-121.428879
4,913,1299,38.55714501,-121.5067204
3,703,2308,38.5952625,-121.4855296
6,1422,5400,38.51052171,-121.4274484
5,1393,7000,38.48252455,-121.4891013
1,333,7000,38.63855311,-121.5296877
3,705,3599,38.59118394,-121.4865771
4,985,4902,38.52199137,-121.4990149
3,1115,1313,38.54711178,-121.3956435
2,606,2404,38.61084607,-121.4210363
3,831,2399,38.57325365,-121.4637147
5,1645,7000,38.45483499,-121.4276816
4,958,2303,38.54049185,-121.4763166
2,525,2404,38.63160443,-121.4403913
4,969,3599,38.52904451,-121.4727965
3,701,1299,38.59978862,-121.5026883
5,1393,7000,38.48334563,-121.4891094
3,715,3532,38.58573502,-121.4863575
3,716,5212,38.5857673,-121.4818932
4,965,2206,38.53085892,-121.4960651
3,741,2303,38.58245363,-121.5052755
2,604,4803,38.60930232,-121.4461973
4,1225,7000,38.51656122,-121.5187268
4,1272,7000,38.50298477,-121.5346969
2,616,2399,38.6017616,-121.4258271
3,784,7000,38.56556204,-121.4998526
4,985,4902,38.52199137,-121.4990149
6,1042,1315,38.54395353,-121.4647075
4,925,5212,38.55199422,-121.4960208
1,409,2203,38.63872883,-121.4765366
4,1251,2404,38.51488974,-121.5282515
2,525,2308,38.63150496,-121.4385612
4,985,4902,38.52199137,-121.4990149
4,964,2999,38.52570388,-121.5041133
2,501,7000,38.63495006,-121.4608874
3,785,5499,38.56418287,-121.4927485
5,1622,7000,38.46977953,-121.4385398
1,435,7000,38.61292566,-121.4932977
6,1153,7000,38.52732711,-121.415404
2,563,2308,38.61335716,-121.4506176
5,1622,7000,38.46977953,-121.4385398
2,602,4004,38.60815196,-121.4549202
6,1061,3532,38.53735621,-121.4685363
5,1661,2404,38.43811565,-121.4267227
2,618,2399,38.60240036,-121.4295032
4,985,4902,38.52199137,-121.4990149
2,506,2404,38.63647881,-121.4297591
4,945,2299,38.54016571,-121.500048
4,1259,2605,38.5076709,-121.5412748
1,145,2308,38.65731154,-121.5119979
1,404,5400,38.62741952,-121.4978994
4,985,4902,38.52199137,-121.4990149
6,1061,2203,38.53704366,-121.465067
3,707,5400,38.58964798,-121.4802031
3,747,5311,38.57369871,-121.4794029
3,773,5400,38.57006806,-121.4998385
4,945,2299,38.54016571,-121.500048
1,444,2404,38.61257305,-121.4936677
3,811,2399,38.57944539,-121.4630454
4,945,2299,38.54016571,-121.500048
2,619,2299,38.60154457,-121.42747
2,603,4099,38.60930505,-121.4473452
3,851,7000,38.56838945,-121.4658463
4,1247,5400,38.51590927,-121.5145057
4,1251,7000,38.51921686,-121.5227808
3,1103,2999,38.55048551,-121.4028462
6,1402,2308,38.51996349,-121.429358
4,958,2303,38.53874125,-121.4778223
5,1369,7000,38.49556587,-121.4596858
4,1356,5499,38.49576768,-121.4803518
3,861,1299,38.56170554,-121.4681696
4,945,2299,38.54016571,-121.500048
4,1336,7000,38.50603275,-121.4768629
6,1014,3532,38.55093059,-121.4658126
6,1113,2404,38.54307784,-121.4116003
4,903,3532,38.56277597,-121.5058526
5,1602,3599,38.4840083,-121.4556125
4,1227,7000,38.52137681,-121.5068067
2,521,7000,38.6341268,-121.4586425
4,947,2299,38.54120381,-121.4918839
6,1053,2204,38.54021553,-121.4557117
5,1623,7000,38.47365629,-121.43393
2,236,7000,38.64402751,-121.4247793
6,1051,3571,38.5392541,-121.4650574
6,1068,7000,38.53231925,-121.428595
1,406,2404,38.63160945,-121.4779367
2,541,1315,38.61955775,-121.465939
1,325,7000,38.64303305,-121.5259712
3,843,7000,38.57050893,-121.4574953
